audio_path,feature_path,fold
data\split_audio\country\country.00083_3.wav,data/train_features//country.00083_3.pickle,4
data\split_audio\country\country.00083_4.wav,data/train_features//country.00083_4.pickle,4
data\split_audio\country\country.00083_5.wav,data/train_features//country.00083_5.pickle,4
data\split_audio\country\country.00084_0.wav,data/train_features//country.00084_0.pickle,1
data\split_audio\country\country.00084_1.wav,data/train_features//country.00084_1.pickle,1
data\split_audio\country\country.00084_2.wav,data/train_features//country.00084_2.pickle,1
data\split_audio\country\country.00084_3.wav,data/train_features//country.00084_3.pickle,1
data\split_audio\country\country.00084_4.wav,data/train_features//country.00084_4.pickle,1
data\split_audio\country\country.00084_5.wav,data/train_features//country.00084_5.pickle,1
data\split_audio\country\country.00086_0.wav,data/train_features//country.00086_0.pickle,0
data\split_audio\country\country.00086_1.wav,data/train_features//country.00086_1.pickle,0
data\split_audio\country\country.00086_2.wav,data/train_features//country.00086_2.pickle,0
data\split_audio\country\country.00086_3.wav,data/train_features//country.00086_3.pickle,0
data\split_audio\country\country.00086_4.wav,data/train_features//country.00086_4.pickle,0
data\split_audio\country\country.00086_5.wav,data/train_features//country.00086_5.pickle,0
data\split_audio\country\country.00087_0.wav,data/train_features//country.00087_0.pickle,4
data\split_audio\country\country.00087_1.wav,data/train_features//country.00087_1.pickle,4
data\split_audio\country\country.00087_2.wav,data/train_features//country.00087_2.pickle,4
data\split_audio\country\country.00087_3.wav,data/train_features//country.00087_3.pickle,4
data\split_audio\country\country.00087_4.wav,data/train_features//country.00087_4.pickle,4
data\split_audio\country\country.00087_5.wav,data/train_features//country.00087_5.pickle,4
data\split_audio\country\country.00088_0.wav,data/train_features//country.00088_0.pickle,0
data\split_audio\country\country.00088_1.wav,data/train_features//country.00088_1.pickle,0
data\split_audio\country\country.00088_2.wav,data/train_features//country.00088_2.pickle,0
data\split_audio\country\country.00088_3.wav,data/train_features//country.00088_3.pickle,0
data\split_audio\country\country.00088_4.wav,data/train_features//country.00088_4.pickle,0
data\split_audio\country\country.00088_5.wav,data/train_features//country.00088_5.pickle,0
data\split_audio\country\country.00089_0.wav,data/train_features//country.00089_0.pickle,2
data\split_audio\country\country.00089_1.wav,data/train_features//country.00089_1.pickle,2
data\split_audio\country\country.00089_2.wav,data/train_features//country.00089_2.pickle,2
data\split_audio\country\country.00089_3.wav,data/train_features//country.00089_3.pickle,2
data\split_audio\country\country.00089_4.wav,data/train_features//country.00089_4.pickle,2
data\split_audio\country\country.00089_5.wav,data/train_features//country.00089_5.pickle,2
data\split_audio\country\country.00090_0.wav,data/train_features//country.00090_0.pickle,1
data\split_audio\country\country.00090_1.wav,data/train_features//country.00090_1.pickle,1
data\split_audio\country\country.00090_2.wav,data/train_features//country.00090_2.pickle,1
data\split_audio\country\country.00090_3.wav,data/train_features//country.00090_3.pickle,1
data\split_audio\country\country.00090_4.wav,data/train_features//country.00090_4.pickle,1
data\split_audio\country\country.00090_5.wav,data/train_features//country.00090_5.pickle,1
data\split_audio\country\country.00091_0.wav,data/train_features//country.00091_0.pickle,2
data\split_audio\country\country.00091_1.wav,data/train_features//country.00091_1.pickle,2
data\split_audio\country\country.00091_2.wav,data/train_features//country.00091_2.pickle,2
data\split_audio\country\country.00091_3.wav,data/train_features//country.00091_3.pickle,2
data\split_audio\country\country.00091_4.wav,data/train_features//country.00091_4.pickle,2
data\split_audio\country\country.00091_5.wav,data/train_features//country.00091_5.pickle,2
data\split_audio\country\country.00092_0.wav,data/train_features//country.00092_0.pickle,3
data\split_audio\country\country.00092_1.wav,data/train_features//country.00092_1.pickle,3
data\split_audio\country\country.00092_2.wav,data/train_features//country.00092_2.pickle,3
data\split_audio\country\country.00092_3.wav,data/train_features//country.00092_3.pickle,3
data\split_audio\country\country.00092_4.wav,data/train_features//country.00092_4.pickle,3
data\split_audio\country\country.00092_5.wav,data/train_features//country.00092_5.pickle,3
data\split_audio\country\country.00093_0.wav,data/train_features//country.00093_0.pickle,2
data\split_audio\country\country.00093_1.wav,data/train_features//country.00093_1.pickle,2
data\split_audio\country\country.00093_2.wav,data/train_features//country.00093_2.pickle,2
data\split_audio\country\country.00093_3.wav,data/train_features//country.00093_3.pickle,2
data\split_audio\country\country.00093_4.wav,data/train_features//country.00093_4.pickle,2
data\split_audio\country\country.00093_5.wav,data/train_features//country.00093_5.pickle,2
data\split_audio\country\country.00094_0.wav,data/train_features//country.00094_0.pickle,0
data\split_audio\country\country.00094_1.wav,data/train_features//country.00094_1.pickle,0
data\split_audio\country\country.00094_2.wav,data/train_features//country.00094_2.pickle,0
data\split_audio\country\country.00094_3.wav,data/train_features//country.00094_3.pickle,0
data\split_audio\country\country.00094_4.wav,data/train_features//country.00094_4.pickle,0
data\split_audio\country\country.00094_5.wav,data/train_features//country.00094_5.pickle,0
data\split_audio\country\country.00095_0.wav,data/train_features//country.00095_0.pickle,3
data\split_audio\country\country.00095_1.wav,data/train_features//country.00095_1.pickle,3
data\split_audio\country\country.00095_2.wav,data/train_features//country.00095_2.pickle,3
data\split_audio\country\country.00095_3.wav,data/train_features//country.00095_3.pickle,3
data\split_audio\country\country.00095_4.wav,data/train_features//country.00095_4.pickle,3
data\split_audio\country\country.00095_5.wav,data/train_features//country.00095_5.pickle,3
data\split_audio\country\country.00096_0.wav,data/train_features//country.00096_0.pickle,2
data\split_audio\country\country.00096_1.wav,data/train_features//country.00096_1.pickle,2
data\split_audio\country\country.00096_2.wav,data/train_features//country.00096_2.pickle,2
data\split_audio\country\country.00096_3.wav,data/train_features//country.00096_3.pickle,2
data\split_audio\country\country.00096_4.wav,data/train_features//country.00096_4.pickle,2
data\split_audio\country\country.00096_5.wav,data/train_features//country.00096_5.pickle,2
data\split_audio\country\country.00097_0.wav,data/train_features//country.00097_0.pickle,1
data\split_audio\country\country.00097_1.wav,data/train_features//country.00097_1.pickle,1
data\split_audio\country\country.00097_2.wav,data/train_features//country.00097_2.pickle,1
data\split_audio\country\country.00097_3.wav,data/train_features//country.00097_3.pickle,1
data\split_audio\country\country.00097_4.wav,data/train_features//country.00097_4.pickle,1
data\split_audio\country\country.00097_5.wav,data/train_features//country.00097_5.pickle,1
data\split_audio\country\country.00098_0.wav,data/train_features//country.00098_0.pickle,3
data\split_audio\country\country.00098_1.wav,data/train_features//country.00098_1.pickle,3
data\split_audio\country\country.00098_2.wav,data/train_features//country.00098_2.pickle,3
data\split_audio\country\country.00098_3.wav,data/train_features//country.00098_3.pickle,3
data\split_audio\country\country.00098_4.wav,data/train_features//country.00098_4.pickle,3
data\split_audio\country\country.00098_5.wav,data/train_features//country.00098_5.pickle,3
data\split_audio\country\country.00099_0.wav,data/train_features//country.00099_0.pickle,2
data\split_audio\country\country.00099_1.wav,data/train_features//country.00099_1.pickle,2
data\split_audio\country\country.00099_2.wav,data/train_features//country.00099_2.pickle,2
data\split_audio\country\country.00099_3.wav,data/train_features//country.00099_3.pickle,2
data\split_audio\country\country.00099_4.wav,data/train_features//country.00099_4.pickle,2
data\split_audio\country\country.00099_5.wav,data/train_features//country.00099_5.pickle,2
data\split_audio\disco\disco.00000_0.wav,data/train_features//disco.00000_0.pickle,4
data\split_audio\disco\disco.00000_1.wav,data/train_features//disco.00000_1.pickle,4
data\split_audio\disco\disco.00000_2.wav,data/train_features//disco.00000_2.pickle,4
data\split_audio\disco\disco.00000_3.wav,data/train_features//disco.00000_3.pickle,4
data\split_audio\disco\disco.00000_4.wav,data/train_features//disco.00000_4.pickle,4
data\split_audio\disco\disco.00000_5.wav,data/train_features//disco.00000_5.pickle,4
data\split_audio\disco\disco.00001_0.wav,data/train_features//disco.00001_0.pickle,4
data\split_audio\disco\disco.00001_1.wav,data/train_features//disco.00001_1.pickle,4
data\split_audio\disco\disco.00001_2.wav,data/train_features//disco.00001_2.pickle,4
data\split_audio\disco\disco.00001_3.wav,data/train_features//disco.00001_3.pickle,4
data\split_audio\disco\disco.00001_4.wav,data/train_features//disco.00001_4.pickle,4
data\split_audio\disco\disco.00001_5.wav,data/train_features//disco.00001_5.pickle,4
data\split_audio\disco\disco.00002_0.wav,data/train_features//disco.00002_0.pickle,4
data\split_audio\disco\disco.00002_1.wav,data/train_features//disco.00002_1.pickle,4
data\split_audio\disco\disco.00002_2.wav,data/train_features//disco.00002_2.pickle,4
data\split_audio\disco\disco.00002_3.wav,data/train_features//disco.00002_3.pickle,4
data\split_audio\disco\disco.00002_4.wav,data/train_features//disco.00002_4.pickle,4
data\split_audio\disco\disco.00002_5.wav,data/train_features//disco.00002_5.pickle,4
data\split_audio\disco\disco.00003_0.wav,data/train_features//disco.00003_0.pickle,2
data\split_audio\disco\disco.00003_1.wav,data/train_features//disco.00003_1.pickle,2
data\split_audio\disco\disco.00003_2.wav,data/train_features//disco.00003_2.pickle,2
data\split_audio\disco\disco.00003_3.wav,data/train_features//disco.00003_3.pickle,2
data\split_audio\disco\disco.00003_4.wav,data/train_features//disco.00003_4.pickle,2
data\split_audio\disco\disco.00003_5.wav,data/train_features//disco.00003_5.pickle,2
data\split_audio\disco\disco.00005_0.wav,data/train_features//disco.00005_0.pickle,0
data\split_audio\disco\disco.00005_1.wav,data/train_features//disco.00005_1.pickle,0
data\split_audio\disco\disco.00005_2.wav,data/train_features//disco.00005_2.pickle,0
data\split_audio\disco\disco.00005_3.wav,data/train_features//disco.00005_3.pickle,0
data\split_audio\disco\disco.00005_4.wav,data/train_features//disco.00005_4.pickle,0
data\split_audio\disco\disco.00005_5.wav,data/train_features//disco.00005_5.pickle,0
data\split_audio\disco\disco.00006_0.wav,data/train_features//disco.00006_0.pickle,2
data\split_audio\disco\disco.00006_1.wav,data/train_features//disco.00006_1.pickle,2
data\split_audio\disco\disco.00006_2.wav,data/train_features//disco.00006_2.pickle,2
data\split_audio\disco\disco.00006_3.wav,data/train_features//disco.00006_3.pickle,2
data\split_audio\disco\disco.00006_4.wav,data/train_features//disco.00006_4.pickle,2
data\split_audio\disco\disco.00006_5.wav,data/train_features//disco.00006_5.pickle,2
data\split_audio\disco\disco.00007_0.wav,data/train_features//disco.00007_0.pickle,4
data\split_audio\disco\disco.00007_1.wav,data/train_features//disco.00007_1.pickle,4
data\split_audio\disco\disco.00007_2.wav,data/train_features//disco.00007_2.pickle,4
data\split_audio\disco\disco.00007_3.wav,data/train_features//disco.00007_3.pickle,4
data\split_audio\disco\disco.00007_4.wav,data/train_features//disco.00007_4.pickle,4
data\split_audio\disco\disco.00007_5.wav,data/train_features//disco.00007_5.pickle,4
data\split_audio\disco\disco.00008_0.wav,data/train_features//disco.00008_0.pickle,0
data\split_audio\disco\disco.00008_1.wav,data/train_features//disco.00008_1.pickle,0
data\split_audio\disco\disco.00008_2.wav,data/train_features//disco.00008_2.pickle,0
data\split_audio\disco\disco.00008_3.wav,data/train_features//disco.00008_3.pickle,0
data\split_audio\disco\disco.00008_4.wav,data/train_features//disco.00008_4.pickle,0
data\split_audio\disco\disco.00008_5.wav,data/train_features//disco.00008_5.pickle,0
data\split_audio\disco\disco.00009_0.wav,data/train_features//disco.00009_0.pickle,1
data\split_audio\disco\disco.00009_1.wav,data/train_features//disco.00009_1.pickle,1
data\split_audio\disco\disco.00009_2.wav,data/train_features//disco.00009_2.pickle,1
data\split_audio\disco\disco.00009_3.wav,data/train_features//disco.00009_3.pickle,1
data\split_audio\disco\disco.00009_4.wav,data/train_features//disco.00009_4.pickle,1
data\split_audio\disco\disco.00009_5.wav,data/train_features//disco.00009_5.pickle,1
data\split_audio\disco\disco.00010_0.wav,data/train_features//disco.00010_0.pickle,3
data\split_audio\disco\disco.00010_1.wav,data/train_features//disco.00010_1.pickle,3
data\split_audio\disco\disco.00010_2.wav,data/train_features//disco.00010_2.pickle,3
data\split_audio\disco\disco.00010_3.wav,data/train_features//disco.00010_3.pickle,3
data\split_audio\disco\disco.00010_4.wav,data/train_features//disco.00010_4.pickle,3
data\split_audio\disco\disco.00010_5.wav,data/train_features//disco.00010_5.pickle,3
data\split_audio\disco\disco.00011_0.wav,data/train_features//disco.00011_0.pickle,1
data\split_audio\disco\disco.00011_1.wav,data/train_features//disco.00011_1.pickle,1
data\split_audio\disco\disco.00011_2.wav,data/train_features//disco.00011_2.pickle,1
data\split_audio\disco\disco.00011_3.wav,data/train_features//disco.00011_3.pickle,1
data\split_audio\disco\disco.00011_4.wav,data/train_features//disco.00011_4.pickle,1
data\split_audio\disco\disco.00011_5.wav,data/train_features//disco.00011_5.pickle,1
data\split_audio\disco\disco.00012_0.wav,data/train_features//disco.00012_0.pickle,0
data\split_audio\disco\disco.00012_1.wav,data/train_features//disco.00012_1.pickle,0
data\split_audio\disco\disco.00012_2.wav,data/train_features//disco.00012_2.pickle,0
data\split_audio\disco\disco.00012_3.wav,data/train_features//disco.00012_3.pickle,0
data\split_audio\disco\disco.00012_4.wav,data/train_features//disco.00012_4.pickle,0
data\split_audio\disco\disco.00012_5.wav,data/train_features//disco.00012_5.pickle,0
data\split_audio\disco\disco.00013_0.wav,data/train_features//disco.00013_0.pickle,4
data\split_audio\disco\disco.00013_1.wav,data/train_features//disco.00013_1.pickle,4
data\split_audio\disco\disco.00013_2.wav,data/train_features//disco.00013_2.pickle,4
data\split_audio\disco\disco.00013_3.wav,data/train_features//disco.00013_3.pickle,4
data\split_audio\disco\disco.00013_4.wav,data/train_features//disco.00013_4.pickle,4
data\split_audio\disco\disco.00013_5.wav,data/train_features//disco.00013_5.pickle,4
data\split_audio\disco\disco.00014_0.wav,data/train_features//disco.00014_0.pickle,3
data\split_audio\disco\disco.00014_1.wav,data/train_features//disco.00014_1.pickle,3
data\split_audio\disco\disco.00014_2.wav,data/train_features//disco.00014_2.pickle,3
data\split_audio\disco\disco.00014_3.wav,data/train_features//disco.00014_3.pickle,3
data\split_audio\disco\disco.00014_4.wav,data/train_features//disco.00014_4.pickle,3
data\split_audio\disco\disco.00015_0.wav,data/train_features//disco.00015_0.pickle,0
data\split_audio\disco\disco.00015_1.wav,data/train_features//disco.00015_1.pickle,0
data\split_audio\disco\disco.00015_2.wav,data/train_features//disco.00015_2.pickle,0
data\split_audio\disco\disco.00015_3.wav,data/train_features//disco.00015_3.pickle,0
data\split_audio\disco\disco.00015_4.wav,data/train_features//disco.00015_4.pickle,0
data\split_audio\disco\disco.00015_5.wav,data/train_features//disco.00015_5.pickle,0
data\split_audio\disco\disco.00016_0.wav,data/train_features//disco.00016_0.pickle,0
data\split_audio\disco\disco.00016_1.wav,data/train_features//disco.00016_1.pickle,0
data\split_audio\disco\disco.00016_2.wav,data/train_features//disco.00016_2.pickle,0
data\split_audio\disco\disco.00016_3.wav,data/train_features//disco.00016_3.pickle,0
data\split_audio\disco\disco.00016_4.wav,data/train_features//disco.00016_4.pickle,0
data\split_audio\disco\disco.00016_5.wav,data/train_features//disco.00016_5.pickle,0
data\split_audio\disco\disco.00018_0.wav,data/train_features//disco.00018_0.pickle,1
data\split_audio\disco\disco.00018_1.wav,data/train_features//disco.00018_1.pickle,1
data\split_audio\disco\disco.00018_2.wav,data/train_features//disco.00018_2.pickle,1
data\split_audio\disco\disco.00018_3.wav,data/train_features//disco.00018_3.pickle,1
data\split_audio\disco\disco.00018_4.wav,data/train_features//disco.00018_4.pickle,1
data\split_audio\disco\disco.00018_5.wav,data/train_features//disco.00018_5.pickle,1
data\split_audio\disco\disco.00019_0.wav,data/train_features//disco.00019_0.pickle,1
data\split_audio\disco\disco.00019_1.wav,data/train_features//disco.00019_1.pickle,1
data\split_audio\disco\disco.00019_2.wav,data/train_features//disco.00019_2.pickle,1
data\split_audio\disco\disco.00019_3.wav,data/train_features//disco.00019_3.pickle,1
data\split_audio\disco\disco.00019_4.wav,data/train_features//disco.00019_4.pickle,1
data\split_audio\disco\disco.00019_5.wav,data/train_features//disco.00019_5.pickle,1
data\split_audio\disco\disco.00020_0.wav,data/train_features//disco.00020_0.pickle,0
data\split_audio\disco\disco.00020_1.wav,data/train_features//disco.00020_1.pickle,0
data\split_audio\disco\disco.00020_2.wav,data/train_features//disco.00020_2.pickle,0
data\split_audio\disco\disco.00020_3.wav,data/train_features//disco.00020_3.pickle,0
data\split_audio\disco\disco.00020_4.wav,data/train_features//disco.00020_4.pickle,0
data\split_audio\disco\disco.00020_5.wav,data/train_features//disco.00020_5.pickle,0
data\split_audio\disco\disco.00021_0.wav,data/train_features//disco.00021_0.pickle,3
data\split_audio\disco\disco.00021_1.wav,data/train_features//disco.00021_1.pickle,3
data\split_audio\disco\disco.00021_2.wav,data/train_features//disco.00021_2.pickle,3
data\split_audio\disco\disco.00021_3.wav,data/train_features//disco.00021_3.pickle,3
data\split_audio\disco\disco.00021_4.wav,data/train_features//disco.00021_4.pickle,3
data\split_audio\disco\disco.00021_5.wav,data/train_features//disco.00021_5.pickle,3
data\split_audio\disco\disco.00022_0.wav,data/train_features//disco.00022_0.pickle,3
data\split_audio\disco\disco.00022_1.wav,data/train_features//disco.00022_1.pickle,3
data\split_audio\disco\disco.00022_2.wav,data/train_features//disco.00022_2.pickle,3
data\split_audio\disco\disco.00022_3.wav,data/train_features//disco.00022_3.pickle,3
data\split_audio\disco\disco.00022_4.wav,data/train_features//disco.00022_4.pickle,3
data\split_audio\disco\disco.00022_5.wav,data/train_features//disco.00022_5.pickle,3
data\split_audio\disco\disco.00023_0.wav,data/train_features//disco.00023_0.pickle,2
data\split_audio\disco\disco.00023_1.wav,data/train_features//disco.00023_1.pickle,2
data\split_audio\disco\disco.00023_2.wav,data/train_features//disco.00023_2.pickle,2
data\split_audio\disco\disco.00023_3.wav,data/train_features//disco.00023_3.pickle,2
data\split_audio\disco\disco.00023_4.wav,data/train_features//disco.00023_4.pickle,2
data\split_audio\disco\disco.00023_5.wav,data/train_features//disco.00023_5.pickle,2
data\split_audio\disco\disco.00024_0.wav,data/train_features//disco.00024_0.pickle,0
data\split_audio\disco\disco.00024_1.wav,data/train_features//disco.00024_1.pickle,0
data\split_audio\disco\disco.00024_2.wav,data/train_features//disco.00024_2.pickle,0
data\split_audio\disco\disco.00024_3.wav,data/train_features//disco.00024_3.pickle,0
data\split_audio\disco\disco.00024_4.wav,data/train_features//disco.00024_4.pickle,0
data\split_audio\disco\disco.00024_5.wav,data/train_features//disco.00024_5.pickle,0
data\split_audio\disco\disco.00025_0.wav,data/train_features//disco.00025_0.pickle,4
data\split_audio\disco\disco.00025_1.wav,data/train_features//disco.00025_1.pickle,4
data\split_audio\disco\disco.00025_2.wav,data/train_features//disco.00025_2.pickle,4
data\split_audio\disco\disco.00025_3.wav,data/train_features//disco.00025_3.pickle,4
data\split_audio\disco\disco.00025_4.wav,data/train_features//disco.00025_4.pickle,4
data\split_audio\disco\disco.00025_5.wav,data/train_features//disco.00025_5.pickle,4
data\split_audio\disco\disco.00026_0.wav,data/train_features//disco.00026_0.pickle,2
data\split_audio\disco\disco.00026_1.wav,data/train_features//disco.00026_1.pickle,2
data\split_audio\disco\disco.00026_2.wav,data/train_features//disco.00026_2.pickle,2
data\split_audio\disco\disco.00026_3.wav,data/train_features//disco.00026_3.pickle,2
data\split_audio\disco\disco.00026_4.wav,data/train_features//disco.00026_4.pickle,2
data\split_audio\disco\disco.00026_5.wav,data/train_features//disco.00026_5.pickle,2
data\split_audio\disco\disco.00027_0.wav,data/train_features//disco.00027_0.pickle,4
data\split_audio\disco\disco.00027_1.wav,data/train_features//disco.00027_1.pickle,4
data\split_audio\disco\disco.00027_2.wav,data/train_features//disco.00027_2.pickle,4
data\split_audio\disco\disco.00027_3.wav,data/train_features//disco.00027_3.pickle,4
data\split_audio\disco\disco.00027_4.wav,data/train_features//disco.00027_4.pickle,4
data\split_audio\disco\disco.00027_5.wav,data/train_features//disco.00027_5.pickle,4
data\split_audio\disco\disco.00028_0.wav,data/train_features//disco.00028_0.pickle,3
data\split_audio\disco\disco.00028_1.wav,data/train_features//disco.00028_1.pickle,3
data\split_audio\disco\disco.00028_2.wav,data/train_features//disco.00028_2.pickle,3
data\split_audio\disco\disco.00028_3.wav,data/train_features//disco.00028_3.pickle,3
data\split_audio\disco\disco.00028_4.wav,data/train_features//disco.00028_4.pickle,3
data\split_audio\disco\disco.00028_5.wav,data/train_features//disco.00028_5.pickle,3
data\split_audio\disco\disco.00029_0.wav,data/train_features//disco.00029_0.pickle,4
data\split_audio\disco\disco.00029_1.wav,data/train_features//disco.00029_1.pickle,4
data\split_audio\disco\disco.00029_2.wav,data/train_features//disco.00029_2.pickle,4
data\split_audio\disco\disco.00029_3.wav,data/train_features//disco.00029_3.pickle,4
data\split_audio\disco\disco.00029_4.wav,data/train_features//disco.00029_4.pickle,4
data\split_audio\disco\disco.00029_5.wav,data/train_features//disco.00029_5.pickle,4
data\split_audio\disco\disco.00031_0.wav,data/train_features//disco.00031_0.pickle,2
data\split_audio\disco\disco.00031_1.wav,data/train_features//disco.00031_1.pickle,2
data\split_audio\disco\disco.00031_2.wav,data/train_features//disco.00031_2.pickle,2
data\split_audio\disco\disco.00031_3.wav,data/train_features//disco.00031_3.pickle,2
data\split_audio\disco\disco.00031_4.wav,data/train_features//disco.00031_4.pickle,2
data\split_audio\disco\disco.00031_5.wav,data/train_features//disco.00031_5.pickle,2
data\split_audio\disco\disco.00032_0.wav,data/train_features//disco.00032_0.pickle,2
data\split_audio\disco\disco.00032_1.wav,data/train_features//disco.00032_1.pickle,2
data\split_audio\disco\disco.00032_2.wav,data/train_features//disco.00032_2.pickle,2
data\split_audio\disco\disco.00032_3.wav,data/train_features//disco.00032_3.pickle,2
data\split_audio\disco\disco.00032_4.wav,data/train_features//disco.00032_4.pickle,2
data\split_audio\disco\disco.00032_5.wav,data/train_features//disco.00032_5.pickle,2
data\split_audio\disco\disco.00033_0.wav,data/train_features//disco.00033_0.pickle,4
data\split_audio\disco\disco.00033_1.wav,data/train_features//disco.00033_1.pickle,4
data\split_audio\disco\disco.00033_2.wav,data/train_features//disco.00033_2.pickle,4
data\split_audio\disco\disco.00033_3.wav,data/train_features//disco.00033_3.pickle,4
data\split_audio\disco\disco.00033_4.wav,data/train_features//disco.00033_4.pickle,4
data\split_audio\disco\disco.00033_5.wav,data/train_features//disco.00033_5.pickle,4
data\split_audio\disco\disco.00034_0.wav,data/train_features//disco.00034_0.pickle,1
data\split_audio\disco\disco.00034_1.wav,data/train_features//disco.00034_1.pickle,1
data\split_audio\disco\disco.00034_2.wav,data/train_features//disco.00034_2.pickle,1
data\split_audio\disco\disco.00034_3.wav,data/train_features//disco.00034_3.pickle,1
data\split_audio\disco\disco.00034_4.wav,data/train_features//disco.00034_4.pickle,1
data\split_audio\disco\disco.00034_5.wav,data/train_features//disco.00034_5.pickle,1
data\split_audio\disco\disco.00035_0.wav,data/train_features//disco.00035_0.pickle,1
data\split_audio\disco\disco.00035_1.wav,data/train_features//disco.00035_1.pickle,1
data\split_audio\disco\disco.00035_2.wav,data/train_features//disco.00035_2.pickle,1
data\split_audio\disco\disco.00035_3.wav,data/train_features//disco.00035_3.pickle,1
data\split_audio\disco\disco.00035_4.wav,data/train_features//disco.00035_4.pickle,1
data\split_audio\disco\disco.00035_5.wav,data/train_features//disco.00035_5.pickle,1
data\split_audio\disco\disco.00036_0.wav,data/train_features//disco.00036_0.pickle,2
data\split_audio\disco\disco.00036_1.wav,data/train_features//disco.00036_1.pickle,2
data\split_audio\disco\disco.00036_2.wav,data/train_features//disco.00036_2.pickle,2
data\split_audio\disco\disco.00036_3.wav,data/train_features//disco.00036_3.pickle,2
data\split_audio\disco\disco.00036_4.wav,data/train_features//disco.00036_4.pickle,2
data\split_audio\disco\disco.00036_5.wav,data/train_features//disco.00036_5.pickle,2
data\split_audio\disco\disco.00037_0.wav,data/train_features//disco.00037_0.pickle,0
data\split_audio\disco\disco.00037_1.wav,data/train_features//disco.00037_1.pickle,0
data\split_audio\disco\disco.00037_2.wav,data/train_features//disco.00037_2.pickle,0
data\split_audio\disco\disco.00037_3.wav,data/train_features//disco.00037_3.pickle,0
data\split_audio\disco\disco.00037_4.wav,data/train_features//disco.00037_4.pickle,0
data\split_audio\disco\disco.00037_5.wav,data/train_features//disco.00037_5.pickle,0
data\split_audio\disco\disco.00038_0.wav,data/train_features//disco.00038_0.pickle,1
data\split_audio\disco\disco.00038_1.wav,data/train_features//disco.00038_1.pickle,1
data\split_audio\disco\disco.00038_2.wav,data/train_features//disco.00038_2.pickle,1
data\split_audio\disco\disco.00038_3.wav,data/train_features//disco.00038_3.pickle,1
data\split_audio\disco\disco.00038_4.wav,data/train_features//disco.00038_4.pickle,1
data\split_audio\disco\disco.00038_5.wav,data/train_features//disco.00038_5.pickle,1
data\split_audio\disco\disco.00039_0.wav,data/train_features//disco.00039_0.pickle,1
data\split_audio\disco\disco.00039_1.wav,data/train_features//disco.00039_1.pickle,1
data\split_audio\disco\disco.00039_2.wav,data/train_features//disco.00039_2.pickle,1
data\split_audio\disco\disco.00039_3.wav,data/train_features//disco.00039_3.pickle,1
data\split_audio\disco\disco.00039_4.wav,data/train_features//disco.00039_4.pickle,1
data\split_audio\disco\disco.00039_5.wav,data/train_features//disco.00039_5.pickle,1
data\split_audio\disco\disco.00040_0.wav,data/train_features//disco.00040_0.pickle,1
data\split_audio\disco\disco.00040_1.wav,data/train_features//disco.00040_1.pickle,1
data\split_audio\disco\disco.00040_2.wav,data/train_features//disco.00040_2.pickle,1
data\split_audio\disco\disco.00040_3.wav,data/train_features//disco.00040_3.pickle,1
data\split_audio\disco\disco.00040_4.wav,data/train_features//disco.00040_4.pickle,1
data\split_audio\disco\disco.00040_5.wav,data/train_features//disco.00040_5.pickle,1
data\split_audio\disco\disco.00041_0.wav,data/train_features//disco.00041_0.pickle,2
data\split_audio\disco\disco.00041_1.wav,data/train_features//disco.00041_1.pickle,2
data\split_audio\disco\disco.00041_2.wav,data/train_features//disco.00041_2.pickle,2
data\split_audio\disco\disco.00041_3.wav,data/train_features//disco.00041_3.pickle,2
data\split_audio\disco\disco.00041_4.wav,data/train_features//disco.00041_4.pickle,2
data\split_audio\disco\disco.00041_5.wav,data/train_features//disco.00041_5.pickle,2
data\split_audio\disco\disco.00043_0.wav,data/train_features//disco.00043_0.pickle,4
data\split_audio\disco\disco.00043_1.wav,data/train_features//disco.00043_1.pickle,4
data\split_audio\disco\disco.00043_2.wav,data/train_features//disco.00043_2.pickle,4
data\split_audio\disco\disco.00043_3.wav,data/train_features//disco.00043_3.pickle,4
data\split_audio\disco\disco.00043_4.wav,data/train_features//disco.00043_4.pickle,4
data\split_audio\disco\disco.00043_5.wav,data/train_features//disco.00043_5.pickle,4
data\split_audio\disco\disco.00044_0.wav,data/train_features//disco.00044_0.pickle,0
data\split_audio\disco\disco.00044_1.wav,data/train_features//disco.00044_1.pickle,0
data\split_audio\disco\disco.00044_2.wav,data/train_features//disco.00044_2.pickle,0
data\split_audio\disco\disco.00044_3.wav,data/train_features//disco.00044_3.pickle,0
data\split_audio\disco\disco.00044_4.wav,data/train_features//disco.00044_4.pickle,0
data\split_audio\disco\disco.00044_5.wav,data/train_features//disco.00044_5.pickle,0
data\split_audio\disco\disco.00045_0.wav,data/train_features//disco.00045_0.pickle,0
data\split_audio\disco\disco.00045_1.wav,data/train_features//disco.00045_1.pickle,0
data\split_audio\disco\disco.00045_2.wav,data/train_features//disco.00045_2.pickle,0
data\split_audio\disco\disco.00045_3.wav,data/train_features//disco.00045_3.pickle,0
data\split_audio\disco\disco.00045_4.wav,data/train_features//disco.00045_4.pickle,0
data\split_audio\disco\disco.00045_5.wav,data/train_features//disco.00045_5.pickle,0
data\split_audio\disco\disco.00046_0.wav,data/train_features//disco.00046_0.pickle,3
data\split_audio\disco\disco.00046_1.wav,data/train_features//disco.00046_1.pickle,3
data\split_audio\disco\disco.00046_2.wav,data/train_features//disco.00046_2.pickle,3
